"contribution_point","user_id","user_database_id","user_login","user_name","user_url","user_type","task_total_count"
"364","U_kgDOAGFGKA","6374952","daskepon","daskepon","https://github.com/daskepon","node","1"
"365","U_kgDOAGFm5g","6383334","yayoc","yayoc","https://github.com/yayoc","node","1"
"364","U_kgDOAGGTGA","6394648","KeitaMoromizato","Keita Moromizato","https://github.com/KeitaMoromizato","node","1"
"364","U_kgDOAGIvlA","6434708","kyasbal","kyasbal","https://github.com/kyasbal","node","1"
"363","U_kgDOAGJHZw","6440807","lolock","","https://github.com/lolock","node","1"
"362","U_kgDOAGLACA","6471688","qiranlw","Ran Qi","https://github.com/qiranlw","node","1"
"363","U_kgDOAGMGGw","6489627","kotadd","kotadd","https://github.com/kotadd","node","1"
"365","U_kgDOAGO7gA","6536064","rudolph-miller","Tomoya Kawanishi","https://github.com/rudolph-miller","node","1"
"359","U_kgDOAGQ5rg","6568366","mokume","Ryoji Sagara","https://github.com/mokume","node","1"
"357","U_kgDOAGQwhw","6566023","nacano","Shogo Nakano / なかの","https://github.com/nacano","node","1"
"365","U_kgDOAGR7Zw","6585191","aokiken","aoki ken","https://github.com/aokiken","node","1"
"365","U_kgDOAGRMwQ","6573249","silfsquare","Akira Sawada","https://github.com/silfsquare","node","1"
"362","U_kgDOAGSZiA","6592904","yumechi","Motoki Hirao(yumechi)","https://github.com/yumechi","node","1"
"363","U_kgDOAGTnkg","6612882","ya-s-u","Yasuaki Goto","https://github.com/ya-s-u","node","1"
"365","U_kgDOAGW_Cw","6668043","y16ra","u1","https://github.com/y16ra","node","1"
"364","U_kgDOAGYwHQ","6696989","KeisukeKudo","KeisukeKudo","https://github.com/KeisukeKudo","node","1"
"364","U_kgDOAG_-_w","7339775","notae","notae","https://github.com/notae","node","1"
"365","U_kgDOAG_vlw","7335831","togatoga","Hitoshi Togasaki","https://github.com/togatoga","node","1"
"365","U_kgDOAGaonQ","6727837","wataori","Koji Nishikiori","https://github.com/wataori","node","1"
"170556788","U_kgDOAGgcCw","6822923","yoshiko-pg","yoshiko","https://github.com/yoshiko-pg","User","502"
"362","U_kgDOAGh0Tg","6845518","stephansama","Stephan Randle","https://github.com/stephansama","node","1"
"361","U_kgDOAGhtCA","6843656","pugson","wojtek","https://github.com/pugson","node","1"
"362","U_kgDOAGikxg","6857926","monopoly-db","","https://github.com/monopoly-db","node","1"
"36725","U_kgDOAGkGPg","6882878","syumai","syumai","https://github.com/syumai","node","2"
"361","U_kgDOAGlSoA","6902432","normal-coder","诺墨","https://github.com/normal-coder","node","1"
"365","U_kgDOAGlZaw","6904171","kuroneko8960","","https://github.com/kuroneko8960","node","1"
"365","U_kgDOAGn0HQ","6943773","hackisland","","https://github.com/hackisland","node","1"
"362","U_kgDOAGpwdw","6975607","mdbassit","Momo Bassit","https://github.com/mdbassit","node","1"
"361","U_kgDOAGqhbQ","6988141","beagleworks","Beagle","https://github.com/beagleworks","node","1"
"362","U_kgDOAGrW6g","7001834","tatn","Tatsu","https://github.com/tatn","node","1"
"364","U_kgDOAGrkAQ","7005185","tokifujp","Motoki Tokifuji","https://github.com/tokifujp","node","1"
"365","U_kgDOAGtIoA","7030944","abielzulio","Abiel Zulio M","https://github.com/abielzulio","node","1"
"365","U_kgDOAGyAgg","7110786","tonivj5","Toni Villena","https://github.com/tonivj5","node","1"
"364","U_kgDOAGzeaQ","7134825","ykoyano","Yuji Koyano","https://github.com/ykoyano","node","1"
"359","U_kgDOAH1YLw","8214575","hrkksm10","","https://github.com/hrkksm10","node","1"
"364","U_kgDOAH1rqA","8219560","upamune","Yu SERIZAWA","https://github.com/upamune","node","1"
"365","U_kgDOAH1xLQ","8220973","lightsound","しまぶー","https://github.com/lightsound","node","1"
"362","U_kgDOAH859g","8337910","sahksas","baku sato","https://github.com/sahksas","node","1"
"363","U_kgDOAH9Hrg","8341422","itkq","Takuya Kosugiyama","https://github.com/itkq","node","1"
"364","U_kgDOAHCjUw","7381843","n0h0","Kusaka Tsubasa","https://github.com/n0h0","node","1"
"365","U_kgDOAHEgeA","7413880","BasixKOR","Sung Jeon","https://github.com/BasixKOR","node","1"
"365","U_kgDOAHEvrw","7417775","K-Gamma","K-Gamma","https://github.com/K-Gamma","node","1"
"363","U_kgDOAHFTrg","7426990","marizo-smv","Nishikawa","https://github.com/marizo-smv","node","1"
"365","U_kgDOAHRyzw","7631567","gurezo","Akihiko.KIgure","https://github.com/gurezo","node","1"
"357","U_kgDOAHToag","7661674","epinnock","","https://github.com/epinnock","node","1"
"362","U_kgDOAHVHZQ","7685989","beramines","hashihack","https://github.com/beramines","node","1"
"365","U_kgDOAHVJjA","7686540","mk3008","MSugiura","https://github.com/mk3008","node","1"
"358","U_kgDOAHVpGA","7694616","chafel","chaofeis","https://github.com/chafel","node","1"
"365","U_kgDOAHWB6Q","7700969","unblee","Takayuki Kasai","https://github.com/unblee","node","1"
"182","U_kgDOAHZN3A","7753180","seoky0","Seo Kyohei","https://github.com/seoky0","user","1"
"363","U_kgDOAHZjsA","7758768","iriyak","Kaz (Kazunori Iriya)","https://github.com/iriyak","node","1"
"365","U_kgDOAHbYrw","7788719","hiroaki-dev","Yuki Nakakura","https://github.com/hiroaki-dev","node","1"
"718","U_kgDOAHbYwg","7788738","sappho192","Taein KIM","https://github.com/sappho192","User","2"
"364","U_kgDOAHheNw","7888439","kosaki08","Kazunori Osaki","https://github.com/kosaki08","node","1"
"365","U_kgDOAHhezw","7888591","skanehira","skanehira","https://github.com/skanehira","node","1"
"365","U_kgDOAHkvOw","7941947","mi-24v","miwpayou","https://github.com/mi-24v","node","1"
"365","U_kgDOAHl7mA","7961496","rmakiyama","Ryo Makiyama","https://github.com/rmakiyama","node","1"
"365","U_kgDOAHpHYw","8013667","Keiji-Miyake","Keiji Miyake","https://github.com/Keiji-Miyake","node","1"
"361","U_kgDOAHrvmQ","8056729","slouchymunchkin","Ali K","https://github.com/slouchymunchkin","node","1"
"363","U_kgDOAHtMMw","8080435","subroh0508","Subroh Nishikori","https://github.com/subroh0508","node","1"
"365","U_kgDOAHxIDw","8144911","tsugitta","Toshinori Tsugita","https://github.com/tsugitta","node","1"
"7606","U_kgDOAHxPvA","8146876","kawarimidoll","カワリミ人形","https://github.com/kawarimidoll","User","3"
"365","U_kgDOAHxQdQ","8147061","wanpa","Minoru Nishida","https://github.com/wanpa","node","1"
"363","U_kgDOAHzEAg","8176642","chaneyzorn","Chaney Zorn","https://github.com/chaneyzorn","node","1"
"360","U_kgDOAHzMPQ","8178749","chenli1989","chenls","https://github.com/chenli1989","node","1"
"363","U_kgDOAI3M4A","9293024","blackawa","Satoshi Kurokawa","https://github.com/blackawa","node","1"
"363","U_kgDOAI65cA","9353584","tanishiking","Rikito Taniguchi","https://github.com/tanishiking","node","1"
"365","U_kgDOAI6Y2g","9345242","reverentF","Tanaka Kyosuke","https://github.com/reverentF","node","1"
"365","U_kgDOAI9APA","9388092","lambdasawa","Tsubasa Irisawa","https://github.com/lambdasawa","node","1"
"364","U_kgDOAI9Mzg","9391310","sooogle","Suguru Nishimura","https://github.com/sooogle","node","1"
"357","U_kgDOAIBydg","8417910","ikemura23","Ikemura","https://github.com/ikemura23","node","1"
"362","U_kgDOAIEHFg","8455958","z-hhh","zhhh","https://github.com/z-hhh","node","1"
"362","U_kgDOAIGMhg","8490118","nkmr-jp","nkmr-jp","https://github.com/nkmr-jp","node","1"
"365","U_kgDOAIHXjQ","8509325","kurohune538","Yamico(Shin)","https://github.com/kurohune538","node","1"
"365","U_kgDOAILYfQ","8575101","yutosasaki","Yuto Sasaki","https://github.com/yutosasaki","node","1"
"364","U_kgDOAILYiQ","8575113","tanimon","tanimon","https://github.com/tanimon","node","1"
"362","U_kgDOAIMx3g","8597982","hanakla","Hanakla","https://github.com/hanakla","node","1"
"365","U_kgDOAIOcGw","8625179","y-i","","https://github.com/y-i","node","1"
"364","U_kgDOAIS58w","8698355","nishinoshake","Tatsuya Kinno","https://github.com/nishinoshake","node","1"
"361","U_kgDOAI_Liw","9423755","haptaro","Kotaro Fukuo","https://github.com/haptaro","node","1"
"724","U_kgDOAIbUAA","8836096","dakaii","Daiki Nakashita","https://github.com/dakaii","User","2"
"364","U_kgDOAIk9nQ","8994205","Kite0301","Kaito Suzuki","https://github.com/Kite0301","node","1"
"363","U_kgDOAIkEDA","8979468","blue0513","Taiju Aoki","https://github.com/blue0513","node","1"
"365","U_kgDOAIprmw","9071515","ippo012","Ippo Matsui","https://github.com/ippo012","node","1"
"364","U_kgDOAJ4PXw","10358623","halnique","halnique","https://github.com/halnique","node","1"
"363","U_kgDOAJ5sVw","10382423","nrtkbb","nrtkbb","https://github.com/nrtkbb","node","1"
"362","U_kgDOAJD0tQ","9499829","theomelo","Theo Melo","https://github.com/theomelo","node","1"
"363","U_kgDOAJFPaQ","9523049","hugo-","nifangnede","https://github.com/hugo-","node","1"
"363","U_kgDOAJG1nQ","9549213","fbbp","fbbp","https://github.com/fbbp","node","1"
"364","U_kgDOAJI2rw","9582255","suginoki45","Yuki Sugitani","https://github.com/suginoki45","node","1"
"363","U_kgDOAJJYVg","9590870","tmmFire","tmmfire","https://github.com/tmmFire","node","1"
"363","U_kgDOAJKRlg","9605526","yk-lab","yk / k.yamada","https://github.com/yk-lab","node","1"
"362","U_kgDOAJOmHA","9676316","108yen","Kazuki Shirai","https://github.com/108yen","node","1"
"363","U_kgDOAJQxVQ","9711957","riontakashi","Takashi Higuchi","https://github.com/riontakashi","node","1"
"365","U_kgDOAJUHpA","9766820","revenue-hack","kohei ozeki","https://github.com/revenue-hack","node","1"
"365","U_kgDOAJmsKg","10071082","banban9999","loydo","https://github.com/banban9999","User","1"
"365","U_kgDOAJsUhA","10163332","ktphy","","https://github.com/ktphy","node","1"
"365","U_kgDOAJvD0w","10208211","tsub","Tsubasa Takayama","https://github.com/tsub","node","1"
"359","U_kgDOAJxpoA","10250656","tttakaoka","Takaoka Kazumasa","https://github.com/tttakaoka","node","1"
"365","U_kgDOAK1jUg","11363154","atsushi130","Atsushi Miyake","https://github.com/atsushi130","node","1"
"365","U_kgDOAK2u8w","11382515","katanabe","katanabe","https://github.com/katanabe","node","1"
"365","U_kgDOAK4Bhw","11403655","Heartnett","Heartlander","https://github.com/Heartnett","node","1"
"364","U_kgDOAK7Btg","11452854","jkkitakita","Jun Kitamura","https://github.com/jkkitakita","node","1"
"365","U_kgDOAK7ChQ","11453061","otashun","","https://github.com/otashun","node","1"
"364","U_kgDOAKFN0w","10571219","serinuntius","serinuntius","https://github.com/serinuntius","node","1"
"362","U_kgDOAKGc6g","10591466","finalize","Shogo","https://github.com/finalize","node","1"
"364","U_kgDOAKIDHQ","10617629","omega-takai","TAKAI Tomonari","https://github.com/omega-takai","node","1"
"364","U_kgDOAKM1EQ","10695953","ipepe","Patryk Ptasiński","https://github.com/ipepe","node","1"
"365","U_kgDOAKMITQ","10684493","matsubara0507","MATSUBARA Nobutada","https://github.com/matsubara0507","node","1"
"364","U_kgDOAKMi5g","10691302","takeshiD","tkcd","https://github.com/takeshiD","node","1"
"364","U_kgDOAKNLUg","10701650","syoub8","S.BABA","https://github.com/syoub8","node","1"
"364","U_kgDOAKUnfQ","10823549","furyu-kakutani-kai","名探偵","https://github.com/furyu-kakutani-kai","node","1"
"364","U_kgDOAKY6vw","10894015","shimabukuromeg","Shimabukuro Megumi","https://github.com/shimabukuromeg","node","1"
"365","U_kgDOAKYwNg","10891318","dhythm","Yuta Okada","https://github.com/dhythm","node","1"
"363","U_kgDOAKZH0Q","10897361","bannzai","bannzai","https://github.com/bannzai","node","1"
"364","U_kgDOAKZP7Q","10899437","shyazusa","shy_azusa","https://github.com/shyazusa","node","1"
"365","U_kgDOAKb1IQ","10941729","mtfum","Fumiya Yamanaka","https://github.com/mtfum","node","1"
"364","U_kgDOAKb34g","10942434","krs1","","https://github.com/krs1","node","1"
"357","U_kgDOAKgOMw","11013683","yamatatsu","Tatsuya Yamamoto","https://github.com/yamatatsu","node","1"
"363","U_kgDOAKjuFA","11070996","kawamataryo","ryo","https://github.com/kawamataryo","node","1"
"365","U_kgDOAKuDxA","11240388","knightow","","https://github.com/knightow","node","1"
"365","U_kgDOAKuYsw","11245747","stc1988","Satoshi Tanaka","https://github.com/stc1988","node","1"
"364","U_kgDOAL23RQ","12433221","sukechannnn","Yosuke Obata","https://github.com/sukechannnn","node","1"
"365","U_kgDOAL2ErQ","12420269","ronnnnn","Seiya Kokushi","https://github.com/ronnnnn","node","1"
"365","U_kgDOAL3O6Q","12439273","matthiasfostel","Matthias Fostel","https://github.com/matthiasfostel","node","1"
"363","U_kgDOAL5UUA","12473424","shuxiaokai","","https://github.com/shuxiaokai","node","1"
"361","U_kgDOALA66A","11549416","berlinbytes","kentaro KOBAYASHI","https://github.com/berlinbytes","node","1"
"364","U_kgDOALAyqQ","11547305","yuheiy","Yuhei Yasuda","https://github.com/yuheiy","node","1"
"365","U_kgDOALCzOA","11580216","KeijiFujita","","https://github.com/KeijiFujita","node","1"
"362","U_kgDOALKB7A","11698668","mcansh","Logan McAnsh","https://github.com/mcansh","node","1"
"363","U_kgDOALKmHg","11707934","aliuq","AliuQ","https://github.com/aliuq","node","1"
"362","U_kgDOALMwnQ","11743389","omar-dulaimi","Omar Dulaimi","https://github.com/omar-dulaimi","node","1"
"364","U_kgDOALOKoA","11766432","wintu","Wintu","https://github.com/wintu","node","1"
"359","U_kgDOALPBqw","11780523","cyber-snufkin","azumi","https://github.com/cyber-snufkin","node","1"
"365","U_kgDOALQv4A","11808736","roottool","","https://github.com/roottool","node","1"
"365","U_kgDOALZ3-Q","11958265","uryoya","URANO Ryoya","https://github.com/uryoya","node","1"
"363","U_kgDOAL_06A","12580072","ka2jun8","Juny","https://github.com/ka2jun8","node","1"
"362","U_kgDOALaxTg","11972942","koga1020","Koga Shozo","https://github.com/koga1020","node","1"
"365","U_kgDOALbnQQ","11986753","kimulaco","kimulaco","https://github.com/kimulaco","node","1"
"360","U_kgDOALcHkw","11995027","mhadidg","Mustapha Hadid","https://github.com/mhadidg","node","1"
"5098","U_kgDOALel-g","12035578","konojunya","JJ","https://github.com/konojunya","User","3"
"359","U_kgDOALhl4Q","12084705","kafumi","Takafumi Kanda","https://github.com/kafumi","node","1"
"361","U_kgDOALl4ew","12155003","rmdes","Ricardo","https://github.com/rmdes","node","1"
"365","U_kgDOAM08UQ","13450321","mimikun","Yuto Tanaka","https://github.com/mimikun","node","1"
"364","U_kgDOAM9OqQ","13586089","knwoop","Kenta Takahashi","https://github.com/knwoop","node","1"
"365","U_kgDOAMABvg","12583358","ikzhr","itokaz","https://github.com/ikzhr","node","1"
"364","U_kgDOAMAeqg","12590762","YutaGoto","Yuta Goto","https://github.com/YutaGoto","node","1"
"364","U_kgDOAMChgQ","12624257","hi120ki","Hi120ki","https://github.com/hi120ki","node","1"
"365","U_kgDOAMD8Rg","12647494","DeanKH","deankh","https://github.com/DeanKH","node","1"
"359","U_kgDOAMDq0Q","12643025","generalworksinc","Generalworks Inc.","https://github.com/generalworksinc","node","1"
"360","U_kgDOAME6AA","12663296","ShoMasegi","Sho Masegi","https://github.com/ShoMasegi","node","1"
"362","U_kgDOAMI6wQ","12729025","htsuruo","Hideki Tsuruoka","https://github.com/htsuruo","node","1"
"359","U_kgDOAMI7PA","12729148","Schumi543","Shuji Mihara","https://github.com/Schumi543","node","1"
"364","U_kgDOAMKmUw","12756563","naari3","","https://github.com/naari3","node","1"
"365","U_kgDOAMLfRg","12771142","tomatoaiu","Shunsuke Toba","https://github.com/tomatoaiu","node","1"
"365","U_kgDOAMMxqw","12792235","mstkmys","Masataka Miyoshi","https://github.com/mstkmys","node","1"
"365","U_kgDOAMPTbQ","12833645","rinjugatla","","https://github.com/rinjugatla","node","1"
"361","U_kgDOAMPwQQ","12841025","wojiangkuanglong","卧疆狂龙","https://github.com/wojiangkuanglong","node","1"
"365","U_kgDOAMUenw","12918431","geekodour","Hrishikesh Barman","https://github.com/geekodour","node","1"
"363","U_kgDOAMYFpA","12977572","Sun-Jc","SunJc","https://github.com/Sun-Jc","node","1"
"357","U_kgDOAMZIpg","12994726","TsukasaGR","TsukasaSekiguchi","https://github.com/TsukasaGR","node","1"
"363","U_kgDOAM_vMg","13627186","Hiro5409","Miyashita Hiroyuki","https://github.com/Hiro5409","node","1"
"365","U_kgDOAMbHIA","13027104","ymkz","Kazuya Yamashita","https://github.com/ymkz","node","1"
"360","U_kgDOAMeu3Q","13086429","benzoh","benzoh","https://github.com/benzoh","node","1"
"365","U_kgDOAMfsMQ","13102129","ysgk","","https://github.com/ysgk","node","1"
"365","U_kgDOAMhnKg","13133610","akitana-airtanker","Akira Tanaka","https://github.com/akitana-airtanker","node","1"
"363","U_kgDOAMjNdg","13159798","studio-rookery","Studio Rookery","https://github.com/studio-rookery","node","1"
"364","U_kgDOAMjTMw","13161267","YuheiFUJITA","Yuhei FUJITA","https://github.com/YuheiFUJITA","node","1"
"361","U_kgDOAMlsAw","13200387","Shusaku-Sahashi","Sahashi Shusaku","https://github.com/Shusaku-Sahashi","node","1"
"365","U_kgDOAMrW_w","13293311","tzwzx","Naoto Tazawa","https://github.com/tzwzx","node","1"
"363","U_kgDOAMvTAA","13357824","derek-zl","","https://github.com/derek-zl","node","1"
"364","U_kgDOAMz3-g","13432826","Laplusdestiny","Laplusdestiny","https://github.com/Laplusdestiny","node","1"
"362","U_kgDOAMzArA","13418668","xlanex6","Alex Duval","https://github.com/xlanex6","node","1"
"357","U_kgDOAN3pJw","14543143","mvandermeulen","Mark","https://github.com/mvandermeulen","node","1"
"36360","U_kgDOANE9Sw","13712715","sadnessOjisan","sadnessOjisan","https://github.com/sadnessOjisan","User","1"
"385806","U_kgDOANFGWg","13715034","uzimaru0000","uzimaru0000","https://github.com/uzimaru0000","User","6"
"363","U_kgDOANIbxg","13769670","zawakin","zawakin","https://github.com/zawakin","node","1"
"363","U_kgDOANMGLg","13829678","mahaker","Hideaki Matsunami","https://github.com/mahaker","node","1"
"364","U_kgDOANS-cw","13942387","yyyuuu1671","Fujiwara Yuji","https://github.com/yyyuuu1671","node","1"
"359","U_kgDOANV5yw","13990347","KATO-Hiro","Kato, H.","https://github.com/KATO-Hiro","node","1"
"362","U_kgDOANXD1g","14009302","snjssk","snjssk","https://github.com/snjssk","node","1"
"365","U_kgDOANY59A","14039540","yuichkun","Yuichi Yogo","https://github.com/yuichkun","node","1"
"365","U_kgDOANYVaQ","14030185","petitstrawberry","petitstrawberry","https://github.com/petitstrawberry","node","1"
"365","U_kgDOANZtUw","14052691","tsukakei","Keita Tsukamoto","https://github.com/tsukakei","node","1"
"362","U_kgDOANaMZA","14060644","f-ricci","","https://github.com/f-ricci","node","1"
"362","U_kgDOANfkhQ","14148741","galkowicz","Orian Galkowicz","https://github.com/galkowicz","node","1"
"364","U_kgDOANlTUg","14242642","atrn0","Arata Sato","https://github.com/atrn0","node","1"
"362","U_kgDOANsK-Q","14355193","haokur","","https://github.com/haokur","node","1"
"365","U_kgDOANskJw","14361639","mkanenobu","Kanenobu Mitsuru","https://github.com/mkanenobu","node","1"
"362","U_kgDOAO401w","15611095","nzamarreno","Nicolas Zamarreno","https://github.com/nzamarreno","node","1"
"364","U_kgDOAO5wDw","15626255","hayata-yamamoto","hayata-yamamoto","https://github.com/hayata-yamamoto","node","1"
"364","U_kgDOAO7ahQ","15653509","c0tt0n-candy","yokubo","https://github.com/c0tt0n-candy","node","1"
"363","U_kgDOAOIM6w","14814443","JmzSpR","","https://github.com/JmzSpR","node","1"
"365","U_kgDOAOJsQg","14838850","sosukesuzuki","SUZUKI Sosuke","https://github.com/sosukesuzuki","node","1"
"365","U_kgDOAOR7Vw","14973783","ygkn","YAGITA Yugo","https://github.com/ygkn","node","1"
"362","U_kgDOAORIyQ","14960841","GenbuHase","長谷 玄武 (Genbu Hase)","https://github.com/GenbuHase","node","1"
"357","U_kgDOAOS2Pg","14988862","nekoze1210","nekoze","https://github.com/nekoze1210","node","1"
"723","U_kgDOAOW0Mg","15053874","ryoh827","ryoh827","https://github.com/ryoh827","User","2"
"365","U_kgDOAOYETg","15074382","ssssota","TOMIKAWA Sotaro","https://github.com/ssssota","node","1"
"357","U_kgDOAO_F-w","15713787","uenoryo","","https://github.com/uenoryo","node","1"
"365","U_kgDOAOcUlA","15144084","aspatari","Artur Spatari","https://github.com/aspatari","node","1"
"363","U_kgDOAOdrVg","15166294","TTT00x","Mariko Suga","https://github.com/TTT00x","node","1"
"365","U_kgDOAP--4w","16760547","terasakisatoshi","Satoshi Terasaki","https://github.com/terasakisatoshi","node","1"
"358","U_kgDOAP-qxA","16755396","tac0810","Calamarify","https://github.com/tac0810","node","1"
"362","U_kgDOAP-rzA","16755660","arwtyxouymz","Ryutaro Matsumoto","https://github.com/arwtyxouymz","node","1"
"365","U_kgDOAP0Cpw","16581287","tamago324","tamago324","https://github.com/tamago324","node","1"
"365","U_kgDOAP2wQw","16625731","Neos21","Neos21","https://github.com/Neos21","node","1"
"365","U_kgDOAPFOwg","15814338","kamisakat","Takuya Kamisaka","https://github.com/kamisakat","node","1"
"365","U_kgDOAPHr6w","15854571","mzntaka0","Takao Mizuno","https://github.com/mzntaka0","node","1"
"365","U_kgDOAPWOTw","16092751","nao5151","Naoyuki Miyazaki","https://github.com/nao5151","node","1"
"365","U_kgDOAPX65g","16120550","saneatsu","Saneatsu WAKANA","https://github.com/saneatsu","node","1"
"364","U_kgDOAPY-UQ","16137809","hatsu38","hatsu","https://github.com/hatsu38","node","1"
"363","U_kgDOAPZbxw","16145351","hviwen","hviwen","https://github.com/hviwen","node","1"
"363","U_kgDOAPdANA","16203828","jey3dayo","Junya Nakazato","https://github.com/jey3dayo","node","1"
"365","U_kgDOAPfIdQ","16238709","matsuyoshi30","Masaya Watanabe","https://github.com/matsuyoshi30","node","1"
"692971","U_kgDOAPgwww","16265411","yukukotani","Yuku Kotani","https://github.com/yukukotani","User","4"
"363","U_kgDOAPkBBw","16318727","isoppp","Hiroki Isogai","https://github.com/isoppp","node","1"
"365","U_kgDOAPkv2Q","16330713","mori-sh","Shohei Mori","https://github.com/mori-sh","node","1"
"365","U_kgDOAPm9-g","16367098","ikorihn","Hiroki Nagayama","https://github.com/ikorihn","node","1"
"360","U_kgDOAPnDHg","16368414","johnlockejrr","","https://github.com/johnlockejrr","node","1"
"363","U_kgDOAPpeBg","16408070","cw-cdz","Brian","https://github.com/cw-cdz","node","1"
"730","U_kgDOAPqq3A","16427740","shinyoshiaki","Shin Yoshiaki","https://github.com/shinyoshiaki","User","2"
"365","U_kgDOAPr8EQ","16448529","budui","Ray Wang","https://github.com/budui","node","1"
"357","U_kgDOAPvq2g","16509658","yomifrogs","k-endo","https://github.com/yomifrogs","node","1"
"359","U_kgDOAQ0uJw","17640999","AkkeyLab","Akio Itaya","https://github.com/AkkeyLab","node","1"
"358","U_kgDOAQ5VqQ","17716649","nukosuke","nukosuke","https://github.com/nukosuke","node","1"
"362","U_kgDOAQ9oog","17787042","danielpza","Daniel Perez","https://github.com/danielpza","node","1"
"364","U_kgDOAQDLiw","16829323","localSummer","wangxingwen","https://github.com/localSummer","node","1"
"364","U_kgDOAQEcDQ","16849933","applego","","https://github.com/applego","node","1"
"359","U_kgDOAQMOTA","16977484","jinbeizame007","","https://github.com/jinbeizame007","node","1"
"363","U_kgDOAQQAHQ","17039389","harupy","Harutaka Kawamura","https://github.com/harupy","node","1"
"363","U_kgDOAQT84A","17104096","yyamanoi1222","yu-yamanoi","https://github.com/yyamanoi1222","node","1"
"365","U_kgDOAQTaAQ","17095169","yjuba","yjuba","https://github.com/yjuba","node","1"
"364","U_kgDOAQVtfw","17132927","joaopalmeiro","João Palmeiro","https://github.com/joaopalmeiro","node","1"
"365","U_kgDOAQbclw","17226903","arashigaoka","arashigaoka","https://github.com/arashigaoka","node","1"
"363","U_kgDOAQfADg","17285134","CH563","Chenliwen","https://github.com/CH563","node","1"
"362","U_kgDOAQk6Ww","17381979","ktmouk","","https://github.com/ktmouk","node","1"
"362","U_kgDOAQo-GA","17448472","mkdirnow","mkdirnow","https://github.com/mkdirnow","node","1"
"364","U_kgDOAQtR4Q","17519073","taguchi-k","kentaro","https://github.com/taguchi-k","node","1"
"365","U_kgDOAQziBQ","17621509","riijon","RIKU TAKENAKA","https://github.com/riijon","node","1"
"361","U_kgDOAR0FTw","18679119","wang1212","不如怀念","https://github.com/wang1212","node","1"
"358","U_kgDOAR2XHg","18716446","khalilliu","acvv_khalil","https://github.com/khalilliu","node","1"
"365","U_kgDOAR3FRg","18728262","yano3nora","y3n","https://github.com/yano3nora","node","1"
"364","U_kgDOAR4bSg","18750282","s-hiraoku","Hiraoku Shinichi","https://github.com/s-hiraoku","node","1"
"365","U_kgDOARJPpA","17977252","ys-0-sy","Yuta Saito","https://github.com/ys-0-sy","node","1"
"364","U_kgDOAROdlA","18062740","knakamigawa","nakamigawa","https://github.com/knakamigawa","node","1"
"362","U_kgDOAROuMA","18066992","tiaanduplessis","Tiaan","https://github.com/tiaanduplessis","node","1"
"364","U_kgDOARdDGw","18301723","YabuMasao","Masya","https://github.com/YabuMasao","node","1"
"363","U_kgDOARhDww","18367427","jixiaoyong","JI,XIAOYONG","https://github.com/jixiaoyong","node","1"
"363","U_kgDOARqMfQ","18517117","tkda-h3","","https://github.com/tkda-h3","node","1"
"365","U_kgDOARtM2g","18566362","munakata-hisashi","munakata.hisashi","https://github.com/munakata-hisashi","node","1"
"362","U_kgDOARtlVg","18572630","tetsu633","","https://github.com/tetsu633","node","1"
"365","U_kgDOARw7Bg","18627334","nozo-moto","Nozomi Morimoto","https://github.com/nozo-moto","node","1"
"365","U_kgDOARyilw","18653847","YTakahashii","Yuta Takahashi","https://github.com/YTakahashii","node","1"
"358","U_kgDOAS1ypQ","19755685","Pregum","Pregum","https://github.com/Pregum","node","1"
"361","U_kgDOAS2f9g","19767286","nabeen","Kenichiro Watanabe","https://github.com/nabeen","node","1"
"362","U_kgDOAS4x7A","19804652","popuguytheparrot","popuguy","https://github.com/popuguytheparrot","node","1"
"364","U_kgDOAS6v9Q","19836917","HeavenOSK","Ryunosuke Watanabe","https://github.com/HeavenOSK","node","1"
"365","U_kgDOAST09w","19199223","yoshimaru46","Yoshihiro Saito","https://github.com/yoshimaru46","node","1"
"365","U_kgDOASbZiA","19323272","growegg","growegg","https://github.com/growegg","node","1"
"365","U_kgDOASqTRQ","19567429","yt-tkhs","Yuta Takahashi","https://github.com/yt-tkhs","node","1"
"365","U_kgDOASqYaw","19568747","progfay","Shunsuke Mano","https://github.com/progfay","node","1"
"365","U_kgDOASsAmg","19595418","karyooo","karyo","https://github.com/karyooo","node","1"
"364","U_kgDOASwbSQ","19667785","masaushi","masaushi","https://github.com/masaushi","node","1"
"364","U_kgDOATAEcQ","19924081","s2mr","Kazumasa Shimomura","https://github.com/s2mr","node","1"
"365","U_kgDOATDM8A","19975408","hdykokd","Hideyuki Okada","https://github.com/hdykokd","node","1"
"363","U_kgDOATHzIA","20050720","hopenjin","Hongpeng Jin","https://github.com/hopenjin","node","1"
"364","U_kgDOATLabw","20109935","nakanoasaservice","Nakano as a Service","https://github.com/nakanoasaservice","node","1"
"365","U_kgDOATTAOg","20234298","Cain96","Kenta Kuroda","https://github.com/Cain96","node","1"
"359","U_kgDOATbAyA","20365512","seiyab","Seiya","https://github.com/seiyab","node","1"
"361","U_kgDOATfrew","20441979","r-sugi","r-sugi","https://github.com/r-sugi","node","1"
"362","U_kgDOATps6Q","20606185","whale9490","","https://github.com/whale9490","node","1"
"5864","U_kgDOAU8IlA","21956756","KraXen72","","https://github.com/KraXen72","User","4"
"365","U_kgDOAU8uLQ","21966381","ogrew","ayato","https://github.com/ogrew","node","1"
